,SITE,REGION,ISLAND,REEF_ZONE,OBS_YEAR,DEPTH_BIN,SITEVISITID,ANALYSIS_SEC,METHOD,REGION_NAME,HABITAT_CODE,DEPTH,HARD_CORAL,MA,CCA,SAND,OTHER_BENTHIC,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,VISIBILITY,nCounts,nReps,PISCIVORE,PLANKTIVORE,PRIMARY,SECONDARY,ID,Acanthuridae,Apogonidae,Aulostomidae,Balistidae,Blenniidae,Bothidae,Caracanthidae,Carangidae,Carcharhinidae,Chaetodontidae,Cheilodactylidae,Cirrhitidae,Congridae,Diodontidae,Fistulariidae,Gobiidae,Holocentridae,Kuhliidae,Kyphosidae,Labridae,Lethrinidae,Lutjanidae,Malacanthidae,Microdesmidae,Monacanthidae,Mullidae,Muraenidae,Ophichthidae,Oplegnathidae,Ostraciidae,Pinguipedidae,Pomacanthidae,Pomacentridae,Priacanthidae,Ptereleotridae,Scaridae,Scorpaenidae,Serranidae,Synodontidae,Tetraodontidae,Zanclidae,UNKNOWN,INSTTotFish,SharkJackRayTunaBarra,INSTTotFishMinusSJRTB,MEAN_Chla_MEAN,MEAN_Chla_SD,MEAN_Chla_CLIM_MAX,MEAN_Chla_ANOM_MAX,MEAN_Chla_ANOM_FREQ,MEAN_Irradiance_MEAN,MEAN_Irradiance_SD,MEAN_Irradiance_CLIM_MAX,MEAN_Irradiance_ANOM_MAX,MEAN_Irradiance_ANOM_FREQ,MEAN_SST_MEAN,MEAN_SST_SD,MEAN_SST_CLIM_MAX,MEAN_SST_ANOM_MAX,MEAN_SST_ANOM_FREQ,MEAN_Waves_MEAN,MEAN_Waves_SD,MEAN_Waves_CLIM_MAX,MEAN_Waves_ANOM_MAX,MEAN_Waves_ANOM_FREQ,DATE_,LATITUDE,LONGITUDE,EXCLUDE_FLAG,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,ANALYSIS_STRATA,MPA_Name,MPA_Estab_Yr,Protection,TUT2012,OTHER_AREA_GROUPING,Total.Coral,CORAL_Branching.hard.coral,CORAL_Encrusting.hard.coral,CORAL_Massive.hard.coral,I_Sessile.Invertebrate,MA_Macroalga,SC_Soft.Coral,SED_Sediment,TURF_Turf.Alga,UC_UnIdentified,CCA_Coralline.Alga
669,OAH-00492,MHI,Oahu,Forereef,2013,Shallow,6413,OAH_NE,nSPC,Main Hawaiian Islands,AGR,3.7,10,6,12.5,0.5,71,0.4525,0.358784095036823,1.35,8,2,1,0.412101405581896,0,4.58097655242958,2.46606437215089,465,4.360993704,0,0,0.373965733,0,0,0,0,0,0,0,0.428599761,0,0,0,0,0,0,0,1.968644415,0,0,0,0,0,0,0,0,0,0.019676278,0,0,0.15776579,0,0,0,0,0,0,0.149496649,0,0,7.45914233,0,7.45914233,0.07486666667,0.02266666667,0.17293333333,0.03453333333,0.08816666667,43.06752769,9.61105494233,57.9717,3.17089513867,0.151570048,25.2647040467,0.98220925,26.5673333333,0.34675,0.08600427333,3.78168361,1.748557423,5.06299452633,5.200774818,0.22365296833,10/21/13,21.58095449,-157.8742996,0,OAH_NE,121720,1172816,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.116666667,0.006666667,0.059999999,0.05,0,0.073333333,0,0,0.773333333,0.023333333,0.006666667
670,OAH-00495,MHI,Oahu,Forereef,2013,Shallow,6430,OAH_NE,nSPC,Main Hawaiian Islands,PSC,4.45,3,10,10,7.5,69.5,0.1575,0.143841727270965,0.65,8,2,1,0,0.0187013424330701,0.0205740382204456,0.72172557701688,476,0.039275381,0,0,0.364022212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262047104,0,0,0,0,0,0,0,0,0,0,0,0,0.095656262,0,0,0,0,0,0,0,0,0,0.761000958,0,0.761000958,0.07623333333,0.02153333333,0.17313333333,0.03536666667,0.10626666667,43.34630149,9.69670264267,58.4803333333,3.36341342567,0.16243961367,25.29407007,0.996608526,26.3606666667,0.525388889,0.139423077,4.07331940033,2.36020724167,5.788901757,8.136496877,0.20785388133,10/24/13,21.47225076,-157.7898415,0,OAH_NE,427182,1167887,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.038709677,0.016129032,0,0.022580645,0,0.019354839,0,0.029032258,0.896774194,0.009677419,0.006451613
671,OAH-00504,MHI,Oahu,Forereef,2013,Deep,6185,OAH_NORTH,nSPC,Main Hawaiian Islands,APS,23.9,20,17.5,3.5,20,39,0.3075,0.227506732958532,0.8,16,2,1,0,0.29443091963776,2.13142991411366,4.46616475009087,384,1.860740188,0,0,1.700659892,0.002592734,0,0,0,0,0.258699676,0,0,0,0,0,0,0,0,0,1.319183685,0,0,0,0,0.081951719,1.329036358,0,0,0,0,0,0.013338272,0.068471606,0,0,0.036319801,0,0,0,0.221031653,0,0,6.892025584,0,6.892025584,0.11596666667,0.12356666667,0.94543333333,0.1121,0.01933333333,42.93440097,9.59143416,59.6261333333,4.772792593,0.17391304333,25.4172718867,0.98159527367,26.8806666667,0.26525000033,0.0625,21.8349818,33.5885240567,67.4670117867,191.494809533,0.07442922367,8/18/13,21.62143389,-158.1006461,0,OAH_NORTH,102810,1133693,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.190322581,0,0.174193548,0.016129032,0,0.061290323,0,0.019354839,0.719354839,0.009677419,0
672,OAH-00508,MHI,Oahu,Forereef,2013,Deep,6183,OAH_NORTH,nSPC,Main Hawaiian Islands,MIX,23.4,5.5,17,2.5,12.5,62.5,0.19875,0.166317184886843,0.65,17.5,2,1,0,0.176786106331267,1.29610226522601,3.63168470903307,382,1.18801178,0,0,2.506751651,0.002592734,0,0,0,0,0.12739425,0,0.040869229,0,0,0,0,0,0,0,0.898428266,0.016185373,0,0,0,0,0.131351396,0,0,0,0,0,0,0.084897915,0,0,0.003640942,0,0,0,0.104449544,0,0,5.104573081,0,5.104573081,0.10693333333,0.06733333333,0.4844,0.1046,0.05436666667,43.2316349533,9.57805410633,58.9407333333,3.88502731467,0.16545893733,25.3523722467,0.96532621967,26.6983333333,0.313861111,0.075854701,25.53431987,37.34228563,76.6835065433,188.749950767,0.07872146133,8/18/13,21.68698414,-158.048895,0,OAH_NORTH,37189,1141387,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.060606061,0.006060606,0.027272727,0.027272727,0,0.009090909,0,0,0.912121212,0.015151515,0.003030303
673,OAH-00511,MHI,Oahu,Forereef,2013,Deep,6193,OAH_NORTH,nSPC,Main Hawaiian Islands,AGR,23.9,42.5,15,3,4,35.5,0.31875,0.187422264675707,0.6,18.5,2,1,0,0.116461824911612,3.86761752716217,9.59843507916064,392,1.844279003,0,0,7.33754715,0,0,0,0,0,0.618182483,0,0.70668148,0,0,0,0,0,0,0,1.208915695,0,0,0,0,0.060029847,0.180664764,0,0,0,0,0,0.291349813,0.178071535,0,0,1.032976791,0,0,0,0.123815869,0,0,13.58251443,0,13.58251443,0.10273333333,0.11506666667,1.1197,0.14733333333,0.02416666667,42.3207302833,9.31599354233,58.3803333333,4.43958379633,0.172705314,25.5082181267,1.033255073,27.0636666667,0.243777778,0.05235042767,19.7452708133,27.8718379767,55.1285849833,162.951001467,0.08155251133,8/18/13,21.59315201,-158.1579677,0,OAH_NORTH,92842,1121826,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.446875,0.00625,0.059375,0.21875,0,0.025,0,0.003125,0.496875,0.009375,0.00625
674,OAH-00515,MHI,Oahu,Forereef,2013,Deep,6192,OAH_NORTH,nSPC,Main Hawaiian Islands,AGR,27.35,47.5,21,2.5,6.5,22.5,0.27625,0.133825310486838,0.75,20,2,1,0.240385058064538,1.08532655114203,2.46226117706041,5.39692789789011,391,0.620865982,0.277356088,0,3.968471483,0,0,0,0,0,0.898694805,0,0.049254564,0,0,0.013067937,0,0.242455367,0,0,0.99865615,0,0,0,0,0.073899679,1.099012912,0.160428183,0,0,0,0,0.464931788,0.063257598,0,0,0.203907268,0,0,0.031804115,0.018836764,0,0,9.184900684,0,9.184900684,0.10273333333,0.11506666667,1.1197,0.14733333333,0.02416666667,42.3207302833,9.31599354233,58.3803333333,4.43958379633,0.172705314,25.5082181267,1.033255073,27.0636666667,0.243777778,0.05235042767,19.5624329533,28.0939242633,55.8068277533,157.790453767,0.08127853867,8/18/13,21.59450753,-158.1494167,0,OAH_NORTH,97578,1125248,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.28125,0.003125,0.21875,0.059375,0,0.00625,0,0.009375,0.675,0.0125,0.0125
675,OAH-00522,MHI,Oahu,Forereef,2013,Mid,6188,OAH_NORTH,nSPC,Main Hawaiian Islands,PAV,11.1,1,36.5,0.5,19,43,0.125,0.05,0.25,15,2,1,0,0.0233597015140745,0.222198235616289,2.58541473947867,387,0.051164114,0,0,0.795582648,0.011879495,0,0,0,0,0,0,0.270182445,0,0,0,0,0,0,0,0.911629042,0,0,0,0,0,0.554093754,0,0,0,0,0,0,0.065407057,0,0,0,0,0,0,0.171034122,0,0,2.830972677,0,2.830972677,0.10693333333,0.06733333333,0.4844,0.1046,0.05436666667,43.2316349533,9.57805410633,58.9407333333,3.88502731467,0.16545893733,25.3850440333,0.97366089933,26.7656666667,0.30480555567,0.07318376067,22.4815683833,33.9179177367,69.3075600167,172.3541936,0.07799086767,8/18/13,21.66921283,-158.0621359,0,OAH_NORTH,67385,1139383,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.020833333,0.004166667,0.0125,0.004166667,0,0.025,0,0.041666667,0.85,0.0625,0
676,OAH-00523,MHI,Oahu,Forereef,2013,Shallow,6187,OAH_NORTH,nSPC,Main Hawaiian Islands,AGR,3.9,10,2.5,22.5,9,56,1.045,0.688241263969077,2.7,7.5,2,1,0.258469192925441,0.0467194030281489,8.00515287358407,1.91203796641964,386,7.386798755,0,0,0.567582683,0.007406824,0,0,0,0,0,0,0.220853302,0,0,0,0,0,0,0,1.082491108,0,0,0,0,0,0,0,0,0,0,0,0,0.619798276,0,0,0.012073148,0,0.258469193,0,0.066906147,0,0,10.22237944,0,10.22237944,0.10273333333,0.11506666667,1.1197,0.14733333333,0.02416666667,42.3207302833,9.31599354233,58.3803333333,4.43958379633,0.172705314,25.5082181267,1.033255073,27.0636666667,0.243777778,0.05235042767,15.1759827867,19.81513309,39.9235926933,103.9071633,0.09579908667,8/18/13,21.58317234,-158.1621239,0,OAH_NORTH,101265,1122305,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.029032258,0,0.009677419,0.019354839,0,0,0,0.016129032,0.883870968,0.016129032,0.041935484
677,OAH-00524,MHI,Oahu,Forereef,2013,Mid,6182,OAH_NORTH,nSPC,Main Hawaiian Islands,PAV,14.2,4,3.5,2.5,17.5,72.5,0.15,0.094782196186948,0.45,19,2,1,1.3721051744559,0.667729193594829,10.7060886979563,4.92553126030017,381,10.62047592,0.025562624,0,1.47490735,0,0,0,0,0,0.666401552,0,0.353804943,0,0,0,0,0,0,0,1.004336631,1.079838644,1.372105174,0.046791553,0,0,0.206642826,0,0,0,0,0,0,0.692130104,0,0.042844228,0,0,0,0,0.08561278,0,0,17.67145433,0,17.67145433,0.10566666667,0.0627,0.43363333333,0.08943333333,0.05556666667,43.2858535,9.59317634133,58.8310666667,3.72197708333,0.16062801933,25.3523722467,0.96532621967,26.6983333333,0.313861111,0.075854701,21.7460604367,27.15888918,59.1333444767,104.526043813,0.09680365333,8/18/13,21.69970376,-158.0291538,0,OAH_NORTH,31937,1149145,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.04,0,0.013333333,0.026666667,0,0.003333333,0,0,0.94,0.01,0
678,OAH-00532,MHI,Oahu,Forereef,2013,Mid,6186,OAH_NORTH,nSPC,Main Hawaiian Islands,MIX,9.4,4.5,15.5,2.5,20,57.5,0.17125,0.129729285437021,0.55,17.5,2,1,0.0849027477877062,0.263197574182535,0.550204299529281,4.36487110320142,385,0.496047832,0.102250496,0.084902748,2.263077042,0.002592734,0,0,0,0,0.25821277,0,0.100814109,0,0,0,0,0.074799159,0,0,0.824703174,0.005917831,0.035615507,0.221826623,0.028415128,0.006841086,0.532539766,0,0,0,0,0,0,0.078096474,0,0,0,0,0,0,0.018836764,0.127686482,0,5.263175725,0,5.263175725,0.11596666667,0.12356666667,0.94543333333,0.1121,0.01933333333,42.4764951333,9.49742330667,59.2614666667,4.663083102,0.16847826067,25.4571807467,1.008146266,27.0036666667,0.230666667,0.05181623933,18.3688620533,25.6947744333,52.84742816,116.579412193,0.08968036533,8/18/13,21.60149083,-158.1175853,0,OAH_NORTH,125153,1132019,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.047058824,0.002941176,0.017647059,0.026470588,0,0.032352941,0,0.052941176,0.861764706,0.002941176,0.002941176
679,OAH-00537,MHI,Oahu,Forereef,2013,Mid,6189,OAH_NORTH,nSPC,Main Hawaiian Islands,PAV,8.65,10,12.5,3,1.5,73,0.26625,0.233197577409724,0.675,12,2,1,0.134230091836505,2.14358248201486,6.29805093302842,7.26692437328866,388,6.007144468,0.148270874,0.134230092,5.951005685,0,0,0,0,0,0.164192553,0,0.034572308,0,0,0,0,2.003940983,0,0,0.161312318,0,0,0,0,0,0.644042441,0,0,0,0,0,0,0.387184854,0,0,0,0,0,0,0.206891303,0,0,15.84278788,0,15.84278788,0.11596666667,0.12356666667,0.94543333333,0.1121,0.01933333333,42.93440097,9.59143416,59.6261333333,4.772792593,0.17391304333,25.4172718867,0.98159527367,26.8806666667,0.26525000033,0.0625,15.55348226,20.3171957033,43.36010756,83.1225536333,0.09899543367,8/18/13,21.61841389,-158.0985458,0,OAH_NORTH,110037,1134831,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.081818182,0.003030303,0.03030303,0.048484848,0,0.039393939,0,0,0.848484848,0.003030303,0.027272727
680,OAH-00549,MHI,Oahu,Forereef,2013,Shallow,6191,OAH_NORTH,nSPC,Main Hawaiian Islands,PAV,3.45,7,55,5.5,2.5,30,0.18125,0.115363831306107,0.35,12,2,1,0.144514480864853,0.109498600847224,0.0905672637988548,2.39889157054637,390,0.084689736,0,0,0.65718178,0.005877528,0,0,0,0,0,0,0.016498355,0,0,0.144514481,0,0,0,0,1.520834737,0,0,0,0,0.013869832,0.051861593,0,0,0,0,0,0,0.248143874,0,0,0,0,0,0,0,0,0,2.743471916,0,2.743471916,0.11596666667,0.12356666667,0.94543333333,0.1121,0.01933333333,42.4764951333,9.49742330667,59.2614666667,4.663083102,0.16847826067,25.4571807467,1.008146266,27.0036666667,0.230666667,0.05181623933,6.03607719567,5.729961673,13.582891894,11.5305305357,0.134611872,8/18/13,21.59094949,-158.1215031,0,OAH_NORTH,137987,1132769,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.046875,0.003125,0,0.04375,0,0.0125,0,0.0125,0.88125,0.003125,0.04375
681,OAH-00554,MHI,Oahu,Forereef,2013,Shallow,6184,OAH_NORTH,nSPC,Main Hawaiian Islands,MIX,3.15,7,8,19,1,65,0.7425,0.476976538593318,1.9,18.5,2,1,0,0.10044513354395,0.646661337084403,1.92764070207806,383,0.404567397,0,0,0.240355646,0.083970647,0,0,0,0,0.083908668,0,0.204354947,0,0,0,0,0,0,0,0.416889558,0,0,0,0,0.085207703,0.018189312,0,0,0,0,0,0,1.137303293,0,0,0,0,0,0,0,0,0,2.674747173,0,2.674747173,0.10693333333,0.06733333333,0.4844,0.1046,0.05436666667,43.2316349533,9.57805410633,58.9407333333,3.88502731467,0.16545893733,25.3523722467,0.96532621967,26.6983333333,0.313861111,0.075854701,19.9732806533,25.15178585,54.7522803567,78.9307472667,0.10182648433,8/18/13,21.67846134,-158.0415207,0,OAH_NORTH,49313,1149205,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.025806452,0.003225806,0.009677419,0.012903226,0,0.009677419,0,0,0.877419355,0.016129032,0.070967742
682,OAH-00558,MHI,Oahu,Forereef,2013,Shallow,6190,OAH_NORTH,nSPC,Main Hawaiian Islands,AGR,4.05,20,36.5,0.5,0,43,0.27125,0.375639462018853,2.1,10,2,1,0.68368116137271,0.502598577888758,4.95649155601102,3.94194549162464,389,3.697454731,0,0,0.685900915,0.027553291,0,0,0,0,0.014600485,0,0.424766747,0,0,0.110992057,0,0,0,0,2.092539333,0,0,0,0,0.06562735,0.409405706,0.556297503,0,0,0,0,0,1.750163876,0,0,0.189220311,0,0,0,0.060194483,0,0,10.08471679,0,10.08471679,0.11596666667,0.12356666667,0.94543333333,0.1121,0.01933333333,42.4764951333,9.49742330667,59.2614666667,4.663083102,0.16847826067,25.4571807467,1.008146266,27.0036666667,0.230666667,0.05181623933,11.8165967477,14.7351478533,31.73249377,50.82075851,0.10666666667,8/18/13,21.59508353,-158.1104733,0,OAH_NORTH,142628,1134765,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.175,0,0.175,0,0,0.1,0,0,0.7125,0.0125,0
683,OAH-00569,MHI,Oahu,Forereef,2013,Deep,6382,OAH_SOUTH,nSPC,Main Hawaiian Islands,RRB,26.85,4,12.5,1,12.5,70,0.10625,0.0272431183971292,0.2,15,2,1,0,0.0328416471669695,0.159469129434407,1.22399802792793,451,0.114969562,0,0,0.590919848,0,0,0,0,0,0.010565198,0,0,0,0,0,0,0,0,0,0.267949214,0,0,0,0,0,0.20743255,0,0,0,0,0.157696415,0,0,0,0,0,0,0,0,0.066776016,0,0,1.416308805,0,1.416308805,0.08883333333,0.0364,0.295,0.0651,0.1069,41.4326450033,8.274022944,56.8966,5.03975648167,0.18961352667,25.8474859233,0.998805995,27.733,0.10191666667,0.01869658133,7.015136759,8.77717400967,19.2175444,55.4355734367,0.06255707767,9/18/13,21.33591517,-158.1423347,0,OAH_SOUTH,292533,1168194,RANDOM,RAMP_BASIC,2013-15,ForereefDeep,NA,NA,NA,NA,,0.016129032,0.003225806,0.006451613,0.006451613,0,0.009677419,0,0,0.967741935,0.006451613,0
684,OAH-00572,MHI,Oahu,Forereef,2013,Mid,6385,OAH_SOUTH,nSPC,Main Hawaiian Islands,PAV,12.55,10,3.5,1.5,1.5,83.5,0.1375,0.0813697061336566,0.3,18.5,2,1,0,2.27024567167924,3.15226227491964,4.74325716480122,454,1.668053606,0,0,5.025908347,0,0,0,0,0,0.931789831,0,0.144849836,0,0,0,0,0,0,0,0.938566151,0,0,0,0,0.08962802,0.731974954,0,0,0,0.036072022,0,0,0.333725152,0,0,0.024146296,0,0,0,0.241050897,0,0,10.16576511,0,10.16576511,0.0822,0.0334,0.27096666667,0.04286666667,0.06523333333,39.5085909867,8.36842474967,57.4145666667,7.458585649,0.20652173933,25.8474859233,0.998805995,27.733,0.10191666667,0.01869658133,3.13024358333,3.23457491733,6.88510396967,22.0969667667,0.05899543367,9/18/13,21.37051994,-158.1458163,0,OAH_SOUTH,333411,1163393,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.083870968,0.025806452,0.006451612,0.051612903,0,0.003225806,0,0.006451613,0.874193548,0.025806452,0
685,OAH-00578,MHI,Oahu,Forereef,2013,Mid,6384,OAH_SOUTH,nSPC,Main Hawaiian Islands,PAV,11.6,5,4,0.5,4,86.5,0.1475,0.109125274572941,0.5,18.5,2,1,4.24010033393672,1.78049178523864,1.92313969744857,3.47999775780702,453,0.716831144,0,0,1.713377354,0,0,0,0,0,0.835821239,0,0.638483997,0,0,0,0,0.017415704,0,0,0.845847903,0,0,0,0,0,1.204463493,3.969444289,0,0,0,0,0,1.430421006,0,0,0,0,0,0,0.051623444,0,0,11.42372957,0,11.42372957,0.08546666667,0.0361,0.33636666667,0.07066666667,0.11413333333,41.4326450033,8.274022944,56.8966,5.03975648167,0.18961352667,25.84518843,0.99878799233,27.65,0.11880555567,0.02510683767,5.55471039967,6.40598733133,14.3825200067,38.8865947733,0.06474885867,9/18/13,21.32364172,-158.1330644,0,OAH_SOUTH,287226,1170734,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.123333333,0.026666667,0.016666666,0.026666667,0,0.396666667,0,0.04,0.41,0.016666667,0.006666667
686,OAH-00585,MHI,Oahu,Forereef,2013,Mid,6397,OAH_SOUTH,nSPC,Main Hawaiian Islands,AGR,6.95,7,3,5.5,7.5,77,0.3175,0.276644510382849,1.2,11,2,1,0,0.704789815696564,2.64274164391341,2.75653775091889,460,2.53876795,0,0,1.047761052,0,0,0,0,0,0.182401673,0,0.0705279,0,0,0,0,0,0,0,0.825918769,0,0,0,0,0.020710917,0.723829149,0,0,0,0,0,0,0.559255656,0,0,0.050705776,0,0,0,0.084190366,0,0,6.104069211,0,6.104069211,0.07563333333,0.0329,0.21266666667,0.02383333333,0.0314,40.2166675767,8.630311171,58.2506666667,7.14260416767,0.20531400967,25.8413635433,1.003766008,27.7886666667,0.09308333333,0.014957265,4.03001709767,4.378213899,10.028118735,22.7041682433,0.07369863,9/18/13,21.42258153,-158.1869048,0,OAH_SOUTH,263482,1136629,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.067741935,0.022580645,0.012903225,0.032258065,0,0,0,0.006451613,0.864516129,0.04516129,0.003225806
687,OAH-00586,MHI,Oahu,Forereef,2013,Shallow,6398,OAH_SOUTH,nSPC,Main Hawaiian Islands,AGR,5.95,6,1.5,5,22.5,65,0.2315,0.222000298772306,0.9,9.5,2,1,0,0.0672404729348544,1.55156521392241,2.21391460919469,461,1.363827169,0.01420223,0,0.223588253,0,0,0,0,0,0.117111063,0,0.041125637,0,0,0,0,0,0,0,0.462411816,0,0,0,0,0.035712035,1.28516377,0,0,0,0.011129197,0,0,0.127075236,0,0,0.016386376,0,0,0,0.134987514,0,0,3.832720296,0,3.832720296,0.07563333333,0.0329,0.21266666667,0.02383333333,0.0314,40.58257581,8.62387525333,58.5550333333,7.22071412133,0.19927536233,25.7977214567,1.00596336867,27.8266666667,0.07244444467,0.011217949,3.98270840867,4.12355411433,9.58144091,21.12634138,0.072328767,9/18/13,21.43641377,-158.1904031,0,OAH_SOUTH,238808,1134575,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.064705882,0.008823529,0.023529412,0.032352941,0,0.002941176,0,0.073529412,0.791176471,0.032352941,0.020588235
688,OAH-00587,MHI,Oahu,Forereef,2013,Mid,6386,OAH_SOUTH,nSPC,Main Hawaiian Islands,PAV,12.55,3.5,3.5,0.5,1.5,91,0.17,0.157794386606111,0.7,14.5,2,1,0,0.289838474134799,7.47540109729489,3.70608882908729,455,7.463301861,0.02840446,0,2.718883545,0,0,0,0,0,0.06069177,0,0.247009722,0,0,0,0,0,0,0,0.251060369,0,0,0,0,0,0.366029137,0,0,0,0,0,0,0.267090296,0,0,0,0,0,0,0.068857242,0,0,11.4713284,0,11.4713284,0.07563333333,0.0329,0.21266666667,0.02383333333,0.0314,40.0518971467,8.52219617733,58.5410333333,7.52558541767,0.199879227,25.8413635433,1.003766008,27.7886666667,0.09308333333,0.014957265,9.98322301767,10.34503259,23.21887983,61.2648093633,0.069954338,9/18/13,21.39664843,-158.1839613,0,OAH_SOUTH,267673,1138154,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.013333333,0.006666667,0.006666667,0,0,0.023333333,0,0.003333333,0.94,0.02,0
689,OAH-00604,MHI,Oahu,Forereef,2013,Shallow,6387,OAH_SOUTH,nSPC,Main Hawaiian Islands,PAV,5.25,2,10,0,15,73,0.11875,0.0647431183971292,0.45,10,2,1,0,0,1.46079157399794,3.21321101113458,456,1.386910788,0,0,3.012878979,0,0,0,0,0,0.028145561,0,0,0,0,0,0,0,0,0,0.143301665,0,0,0,0,0.036207259,0.00722205,0,0,0,0,0,0,0.021662757,0,0,0,0,0,0,0.037673527,0,0,4.674002585,0,4.674002585,0.07563333333,0.0329,0.21266666667,0.02383333333,0.0314,40.0518971467,8.52219617733,58.5410333333,7.52558541767,0.199879227,25.8413635433,1.003766008,27.7886666667,0.09308333333,0.014957265,6.47715617833,5.93027464833,13.8722267567,32.0581925133,0.07698630133,9/18/13,21.41393535,-158.1815089,0,OAH_SOUTH,283271,1137627,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.003225806,0,0,0.003225806,0,0.361290323,0,0.235483871,0.390322581,0.009677419,0
690,OAH-00605,MHI,Oahu,Forereef,2013,Shallow,6383,OAH_SOUTH,nSPC,Main Hawaiian Islands,PAV,4.6,10,3,6.5,5,75.5,0.54,0.33451941958845,1.5,8.5,2,1,0.217525902664976,2.00966302107168,4.49554819806719,3.13181278733745,452,4.231620266,0,0,1.902571295,0,0,0,0,0,0.077180746,0,0,0,0,0,0,0,0,0,1.600721048,0,0,0,0,0,0.774295712,0,0,0,0.031343544,0,0,0.815704836,0,0,0.014084918,0,0,0,0.143018438,0.264009107,0,9.854549909,0,9.854549909,0.08546666667,0.0361,0.33636666667,0.07066666667,0.11413333333,41.4326450033,8.274022944,56.8966,5.03975648167,0.18961352667,25.84518843,0.99878799233,27.65,0.11880555567,0.02510683767,4.97188866767,5.19905128833,12.0957078653,25.5217444133,0.074246575,9/18/13,21.3304355,-158.1255859,0,OAH_SOUTH,325169,1171110,RANDOM,RAMP_BASIC,2013-15,ForereefShallow,NA,NA,NA,NA,,0.132258065,0,0.041935484,0.090322581,0,0,0,0.016129032,0.803225806,0.012903226,0.035483871
691,OAH-00620,MHI,Oahu,Forereef,2013,Mid,6194,OAH_KAENA,nSPC,Main Hawaiian Islands,SAG,9.2,1.5,31.5,0.5,15,51.5,0.17875,0.136726972398542,0.75,17.5,2,1,0,2.24012270975024,0.806141887356224,5.4479078906779,393,0.047987685,0,0,5.097480775,0.014621656,0,0,2.132303087,0,0.069955361,0,0.161205941,0,0,0,0,0,0,0,0.739428582,0,0,0,0,0.054051174,0,0,0,0,0,0,0,0.128204221,0,0,0,0,0,0,0.048934005,0,0,8.494172488,2.132303087,6.3618694,0.09956666667,0.1159,0.79566666667,0.12436666667,0.05133333333,42.3207302833,9.31599354233,58.3803333333,4.43958379633,0.172705314,25.5082181267,1.033255073,27.0636666667,0.243777778,0.05235042767,18.5176001733,23.1776636233,47.5488505167,113.09191092,0.09278538833,8/18/13,21.59008171,-158.1909914,0,OAH_KAENA,78042,1107367,RANDOM,RAMP_BASIC,2013-15,ForereefMid,NA,NA,NA,NA,,0.021875,0.009375,0.003125,0.009375,0,0.040625,0,0.015625,0.903125,0.015625,0.003125
